=== UALBF Engine Trace Log: Run Started at Fri Mar 20 22:12:17 2026 ===
   Compiling ualbf_engine v0.1.0 (/Volumes/ExternalSSD/code/quasipolynomials/ualbf-project/rust-engine)
    Finished `release` profile [optimized] target(s) in 1.95s
     Running `target/release/ualbf_engine`
=== UALBF Engine Initializing ===
Target Bound: N > 10^50
PROGRESS|PHASE|1|Legendre-Cattaneo Sieve
PROGRESS|UPDATE|349000|6277338|Processed 349000 prefixes...
PROGRESS|UPDATE|350000|6294646|Processed 350000 prefixes...
PROGRESS|UPDATE|351000|6312112|Processed 351000 prefixes...
PROGRESS|UPDATE|352000|6328421|Processed 352000 prefixes...
PROGRESS|UPDATE|353000|6343416|Processed 353000 prefixes...
PROGRESS|UPDATE|354000|6359096|Processed 354000 prefixes...
PROGRESS|UPDATE|355000|6379793|Processed 355000 prefixes...
PROGRESS|UPDATE|356000|6396170|Processed 356000 prefixes...
PROGRESS|UPDATE|357000|6411217|Processed 357000 prefixes...
PROGRESS|UPDATE|358000|6427093|Processed 358000 prefixes...
PROGRESS|UPDATE|359000|6443725|Processed 359000 prefixes...
PROGRESS|UPDATE|360000|6458266|Processed 360000 prefixes...
PROGRESS|UPDATE|361000|6472535|Processed 361000 prefixes...
PROGRESS|UPDATE|362000|6485747|Processed 362000 prefixes...
PROGRESS|UPDATE|363000|6502453|Processed 363000 prefixes...
PROGRESS|UPDATE|364000|6520396|Processed 364000 prefixes...
PROGRESS|UPDATE|365000|6539546|Processed 365000 prefixes...
PROGRESS|UPDATE|366000|6556154|Processed 366000 prefixes...
PROGRESS|UPDATE|367000|6574140|Processed 367000 prefixes...
PROGRESS|UPDATE|368000|6588402|Processed 368000 prefixes...
PROGRESS|UPDATE|369000|6603399|Processed 369000 prefixes...
PROGRESS|UPDATE|370000|6619816|Processed 370000 prefixes...
PROGRESS|UPDATE|371000|6635245|Processed 371000 prefixes...
PROGRESS|UPDATE|372000|6654525|Processed 372000 prefixes...
PROGRESS|UPDATE|373000|6671139|Processed 373000 prefixes...
PROGRESS|UPDATE|374000|6689953|Processed 374000 prefixes...
PROGRESS|UPDATE|375000|6705898|Processed 375000 prefixes...
PROGRESS|UPDATE|376000|6722743|Processed 376000 prefixes...
PROGRESS|UPDATE|377000|6740030|Processed 377000 prefixes...
PROGRESS|UPDATE|378000|6754863|Processed 378000 prefixes...
PROGRESS|UPDATE|379000|6770734|Processed 379000 prefixes...
PROGRESS|UPDATE|380000|6787899|Processed 380000 prefixes...
PROGRESS|UPDATE|381000|6805849|Processed 381000 prefixes...
PROGRESS|UPDATE|382000|6820772|Processed 382000 prefixes...
PROGRESS|UPDATE|383000|6836453|Processed 383000 prefixes...
PROGRESS|UPDATE|384000|6852795|Processed 384000 prefixes...
PROGRESS|UPDATE|385000|6868069|Processed 385000 prefixes...
PROGRESS|UPDATE|386000|6885954|Processed 386000 prefixes...
PROGRESS|UPDATE|387000|6903096|Processed 387000 prefixes...
PROGRESS|UPDATE|388000|6927762|Processed 388000 prefixes...
PROGRESS|UPDATE|389000|6948202|Processed 389000 prefixes...
PROGRESS|UPDATE|390000|6962865|Processed 390000 prefixes...
PROGRESS|UPDATE|391000|6977864|Processed 391000 prefixes...
PROGRESS|UPDATE|392000|6999544|Processed 392000 prefixes...
PROGRESS|UPDATE|393000|7021206|Processed 393000 prefixes...
PROGRESS|UPDATE|394000|7042352|Processed 394000 prefixes...
PROGRESS|UPDATE|395000|7062946|Processed 395000 prefixes...
PROGRESS|UPDATE|396000|7084843|Processed 396000 prefixes...
PROGRESS|UPDATE|397000|7105066|Processed 397000 prefixes...
PROGRESS|UPDATE|398000|7124010|Processed 398000 prefixes...
PROGRESS|UPDATE|399000|7151772|Processed 399000 prefixes...
PROGRESS|UPDATE|400000|7178042|Processed 400000 prefixes...
PROGRESS|UPDATE|401000|7199901|Processed 401000 prefixes...
PROGRESS|UPDATE|402000|7220610|Processed 402000 prefixes...
PROGRESS|UPDATE|403000|7238818|Processed 403000 prefixes...
PROGRESS|UPDATE|404000|7257974|Processed 404000 prefixes...
PROGRESS|UPDATE|405000|7276379|Processed 405000 prefixes...
PROGRESS|UPDATE|406000|7293484|Processed 406000 prefixes...
PROGRESS|UPDATE|407000|7310970|Processed 407000 prefixes...
PROGRESS|UPDATE|408000|7328572|Processed 408000 prefixes...
PROGRESS|UPDATE|409000|7348284|Processed 409000 prefixes...
PROGRESS|UPDATE|410000|7365906|Processed 410000 prefixes...
PROGRESS|UPDATE|411000|7384959|Processed 411000 prefixes...
PROGRESS|UPDATE|412000|7404149|Processed 412000 prefixes...
PROGRESS|UPDATE|413000|7422934|Processed 413000 prefixes...
PROGRESS|UPDATE|414000|7443337|Processed 414000 prefixes...
PROGRESS|UPDATE|415000|7459328|Processed 415000 prefixes...
PROGRESS|UPDATE|416000|7475384|Processed 416000 prefixes...
PROGRESS|UPDATE|417000|7493061|Processed 417000 prefixes...
PROGRESS|UPDATE|418000|7507658|Processed 418000 prefixes...
PROGRESS|UPDATE|419000|7525693|Processed 419000 prefixes...
PROGRESS|UPDATE|420000|7543943|Processed 420000 prefixes...
PROGRESS|UPDATE|421000|7559971|Processed 421000 prefixes...
PROGRESS|UPDATE|422000|7576985|Processed 422000 prefixes...
PROGRESS|UPDATE|423000|7601207|Processed 423000 prefixes...
PROGRESS|UPDATE|424000|7625778|Processed 424000 prefixes...
PROGRESS|UPDATE|425000|7646912|Processed 425000 prefixes...
PROGRESS|UPDATE|426000|7666159|Processed 426000 prefixes...
PROGRESS|UPDATE|427000|7686078|Processed 427000 prefixes...
PROGRESS|UPDATE|428000|7705290|Processed 428000 prefixes...
PROGRESS|UPDATE|429000|7725802|Processed 429000 prefixes...
PROGRESS|UPDATE|430000|7741024|Processed 430000 prefixes...
PROGRESS|UPDATE|431000|7760250|Processed 431000 prefixes...
PROGRESS|UPDATE|432000|7779881|Processed 432000 prefixes...
PROGRESS|UPDATE|433000|7797183|Processed 433000 prefixes...
PROGRESS|UPDATE|434000|7813693|Processed 434000 prefixes...
PROGRESS|UPDATE|435000|7831196|Processed 435000 prefixes...
PROGRESS|UPDATE|436000|7846572|Processed 436000 prefixes...
PROGRESS|UPDATE|437000|7863032|Processed 437000 prefixes...
PROGRESS|UPDATE|438000|7878598|Processed 438000 prefixes...
PROGRESS|UPDATE|439000|7895877|Processed 439000 prefixes...
PROGRESS|UPDATE|440000|7912680|Processed 440000 prefixes...
PROGRESS|UPDATE|441000|7928255|Processed 441000 prefixes...
PROGRESS|UPDATE|442000|7946044|Processed 442000 prefixes...
PROGRESS|UPDATE|443000|7963360|Processed 443000 prefixes...
PROGRESS|UPDATE|444000|7982307|Processed 444000 prefixes...
PROGRESS|UPDATE|445000|7999380|Processed 445000 prefixes...
PROGRESS|UPDATE|446000|8020530|Processed 446000 prefixes...
PROGRESS|UPDATE|447000|8040433|Processed 447000 prefixes...
PROGRESS|UPDATE|448000|8060230|Processed 448000 prefixes...
PROGRESS|UPDATE|449000|8078603|Processed 449000 prefixes...
PROGRESS|UPDATE|450000|8099661|Processed 450000 prefixes...
PROGRESS|UPDATE|451000|8120020|Processed 451000 prefixes...
PROGRESS|UPDATE|452000|8139274|Processed 452000 prefixes...
PROGRESS|UPDATE|453000|8153573|Processed 453000 prefixes...
PROGRESS|UPDATE|454000|8167009|Processed 454000 prefixes...
PROGRESS|UPDATE|455000|8180454|Processed 455000 prefixes...
PROGRESS|UPDATE|456000|8194371|Processed 456000 prefixes...
PROGRESS|UPDATE|457000|8209418|Processed 457000 prefixes...
PROGRESS|UPDATE|458000|8226457|Processed 458000 prefixes...
PROGRESS|UPDATE|459000|8240454|Processed 459000 prefixes...
PROGRESS|UPDATE|460000|8255523|Processed 460000 prefixes...
PROGRESS|UPDATE|461000|8272104|Processed 461000 prefixes...
PROGRESS|UPDATE|462000|8288437|Processed 462000 prefixes...
PROGRESS|UPDATE|463000|8301653|Processed 463000 prefixes...
PROGRESS|UPDATE|464000|8315553|Processed 464000 prefixes...
PROGRESS|UPDATE|465000|8328857|Processed 465000 prefixes...
PROGRESS|UPDATE|466000|8347436|Processed 466000 prefixes...
PROGRESS|UPDATE|467000|8364959|Processed 467000 prefixes...
PROGRESS|UPDATE|468000|8380149|Processed 468000 prefixes...
PROGRESS|UPDATE|469000|8394474|Processed 469000 prefixes...
PROGRESS|UPDATE|470000|8409270|Processed 470000 prefixes...
PROGRESS|UPDATE|471000|8424738|Processed 471000 prefixes...
PROGRESS|UPDATE|472000|8438743|Processed 472000 prefixes...
PROGRESS|UPDATE|473000|8455596|Processed 473000 prefixes...
PROGRESS|UPDATE|474000|8472136|Processed 474000 prefixes...
PROGRESS|UPDATE|475000|8487991|Processed 475000 prefixes...
PROGRESS|UPDATE|476000|8503397|Processed 476000 prefixes...
PROGRESS|UPDATE|477000|8517343|Processed 477000 prefixes...
PROGRESS|UPDATE|478000|8534557|Processed 478000 prefixes...
PROGRESS|UPDATE|479000|8550394|Processed 479000 prefixes...
PROGRESS|UPDATE|480000|8566179|Processed 480000 prefixes...
PROGRESS|UPDATE|481000|8585601|Processed 481000 prefixes...
PROGRESS|UPDATE|482000|8606231|Processed 482000 prefixes...
PROGRESS|UPDATE|483000|8625049|Processed 483000 prefixes...
PROGRESS|UPDATE|484000|8642642|Processed 484000 prefixes...
PROGRESS|UPDATE|485000|8659805|Processed 485000 prefixes...
PROGRESS|UPDATE|486000|8675150|Processed 486000 prefixes...
PROGRESS|UPDATE|487000|8688597|Processed 487000 prefixes...
PROGRESS|UPDATE|488000|8702141|Processed 488000 prefixes...
PROGRESS|UPDATE|489000|8720596|Processed 489000 prefixes...
PROGRESS|UPDATE|490000|8738599|Processed 490000 prefixes...
PROGRESS|UPDATE|491000|8756186|Processed 491000 prefixes...
PROGRESS|UPDATE|492000|8773176|Processed 492000 prefixes...
PROGRESS|UPDATE|493000|8789265|Processed 493000 prefixes...
PROGRESS|UPDATE|494000|8803429|Processed 494000 prefixes...
PROGRESS|UPDATE|495000|8819229|Processed 495000 prefixes...
PROGRESS|UPDATE|496000|8834741|Processed 496000 prefixes...
PROGRESS|UPDATE|497000|8850483|Processed 497000 prefixes...
PROGRESS|UPDATE|498000|8870297|Processed 498000 prefixes...
PROGRESS|UPDATE|499000|8891044|Processed 499000 prefixes...
PROGRESS|UPDATE|500000|8913300|Processed 500000 prefixes...
PROGRESS|UPDATE|501000|8937337|Processed 501000 prefixes...
PROGRESS|UPDATE|502000|8957701|Processed 502000 prefixes...
PROGRESS|UPDATE|503000|8978373|Processed 503000 prefixes...
PROGRESS|UPDATE|504000|8996925|Processed 504000 prefixes...
PROGRESS|UPDATE|505000|9016132|Processed 505000 prefixes...
PROGRESS|UPDATE|506000|9038735|Processed 506000 prefixes...
PROGRESS|UPDATE|507000|9062239|Processed 507000 prefixes...
PROGRESS|UPDATE|508000|9084449|Processed 508000 prefixes...
PROGRESS|UPDATE|509000|9109878|Processed 509000 prefixes...
PROGRESS|UPDATE|510000|9132230|Processed 510000 prefixes...
PROGRESS|UPDATE|511000|9159728|Processed 511000 prefixes...
PROGRESS|UPDATE|512000|9182789|Processed 512000 prefixes...
PROGRESS|UPDATE|513000|9204881|Processed 513000 prefixes...
PROGRESS|UPDATE|514000|9225448|Processed 514000 prefixes...
PROGRESS|UPDATE|515000|9254803|Processed 515000 prefixes...
PROGRESS|UPDATE|516000|9282129|Processed 516000 prefixes...
PROGRESS|UPDATE|517000|9306542|Processed 517000 prefixes...
PROGRESS|UPDATE|518000|9338447|Processed 518000 prefixes...
PROGRESS|UPDATE|519000|9367116|Processed 519000 prefixes...
PROGRESS|UPDATE|520000|9398003|Processed 520000 prefixes...
PROGRESS|UPDATE|521000|9428970|Processed 521000 prefixes...
PROGRESS|UPDATE|522000|9463151|Processed 522000 prefixes...
PROGRESS|UPDATE|523000|9494317|Processed 523000 prefixes...
PROGRESS|UPDATE|524000|9523059|Processed 524000 prefixes...
PROGRESS|UPDATE|525000|9550866|Processed 525000 prefixes...
PROGRESS|UPDATE|526000|9588785|Processed 526000 prefixes...
PROGRESS|UPDATE|527000|9621291|Processed 527000 prefixes...
PROGRESS|UPDATE|528000|9649290|Processed 528000 prefixes...
PROGRESS|UPDATE|529000|9674220|Processed 529000 prefixes...
PROGRESS|UPDATE|530000|9698604|Processed 530000 prefixes...
PROGRESS|UPDATE|531000|9722921|Processed 531000 prefixes...
PROGRESS|UPDATE|532000|9746236|Processed 532000 prefixes...
PROGRESS|UPDATE|533000|9772493|Processed 533000 prefixes...
PROGRESS|UPDATE|534000|9794949|Processed 534000 prefixes...
PROGRESS|UPDATE|535000|9820966|Processed 535000 prefixes...
PROGRESS|UPDATE|536000|9844184|Processed 536000 prefixes...
PROGRESS|UPDATE|537000|9869425|Processed 537000 prefixes...
PROGRESS|UPDATE|538000|9896420|Processed 538000 prefixes...
PROGRESS|UPDATE|539000|9921832|Processed 539000 prefixes...
PROGRESS|UPDATE|540000|9947144|Processed 540000 prefixes...
PROGRESS|UPDATE|541000|9972580|Processed 541000 prefixes...
PROGRESS|UPDATE|542000|9997592|Processed 542000 prefixes...
PROGRESS|UPDATE|543000|10025160|Processed 543000 prefixes...
PROGRESS|UPDATE|544000|10048369|Processed 544000 prefixes...
PROGRESS|UPDATE|545000|10071659|Processed 545000 prefixes...
PROGRESS|UPDATE|546000|10092306|Processed 546000 prefixes...
PROGRESS|UPDATE|547000|10114919|Processed 547000 prefixes...
PROGRESS|UPDATE|548000|10133686|Processed 548000 prefixes...
PROGRESS|UPDATE|549000|10160393|Processed 549000 prefixes...
PROGRESS|UPDATE|550000|10183302|Processed 550000 prefixes...
PROGRESS|UPDATE|551000|10204594|Processed 551000 prefixes...
PROGRESS|UPDATE|552000|10225284|Processed 552000 prefixes...
PROGRESS|UPDATE|553000|10242849|Processed 553000 prefixes...
PROGRESS|UPDATE|554000|10261641|Processed 554000 prefixes...
PROGRESS|UPDATE|555000|10279621|Processed 555000 prefixes...
PROGRESS|UPDATE|556000|10298526|Processed 556000 prefixes...
PROGRESS|UPDATE|557000|10316023|Processed 557000 prefixes...
PROGRESS|UPDATE|558000|10332496|Processed 558000 prefixes...
PROGRESS|UPDATE|559000|10347522|Processed 559000 prefixes...
PROGRESS|UPDATE|560000|10362815|Processed 560000 prefixes...
PROGRESS|UPDATE|561000|10380138|Processed 561000 prefixes...
PROGRESS|UPDATE|562000|10395739|Processed 562000 prefixes...
PROGRESS|UPDATE|563000|10409648|Processed 563000 prefixes...
PROGRESS|UPDATE|564000|10424077|Processed 564000 prefixes...
PROGRESS|UPDATE|565000|10438392|Processed 565000 prefixes...
PROGRESS|UPDATE|566000|10455343|Processed 566000 prefixes...
PROGRESS|UPDATE|567000|10473361|Processed 567000 prefixes...
PROGRESS|UPDATE|568000|10490974|Processed 568000 prefixes...
PROGRESS|UPDATE|569000|10507142|Processed 569000 prefixes...
PROGRESS|UPDATE|570000|10521731|Processed 570000 prefixes...
PROGRESS|UPDATE|571000|10536491|Processed 571000 prefixes...
PROGRESS|UPDATE|572000|10552756|Processed 572000 prefixes...
PROGRESS|UPDATE|573000|10568990|Processed 573000 prefixes...
PROGRESS|UPDATE|574000|10585007|Processed 574000 prefixes...
PROGRESS|UPDATE|575000|10601646|Processed 575000 prefixes...
PROGRESS|UPDATE|576000|10619171|Processed 576000 prefixes...
PROGRESS|UPDATE|577000|10634133|Processed 577000 prefixes...
PROGRESS|UPDATE|578000|10647493|Processed 578000 prefixes...
PROGRESS|UPDATE|579000|10664634|Processed 579000 prefixes...
PROGRESS|UPDATE|580000|10682487|Processed 580000 prefixes...
PROGRESS|UPDATE|581000|10699949|Processed 581000 prefixes...
PROGRESS|UPDATE|582000|10718390|Processed 582000 prefixes...
PROGRESS|UPDATE|583000|10739660|Processed 583000 prefixes...
PROGRESS|UPDATE|584000|10756713|Processed 584000 prefixes...
PROGRESS|UPDATE|585000|10778314|Processed 585000 prefixes...
PROGRESS|UPDATE|586000|10796729|Processed 586000 prefixes...
PROGRESS|UPDATE|587000|10816557|Processed 587000 prefixes...
PROGRESS|UPDATE|588000|10836925|Processed 588000 prefixes...
PROGRESS|UPDATE|589000|10856046|Processed 589000 prefixes...
PROGRESS|UPDATE|590000|10870926|Processed 590000 prefixes...
PROGRESS|UPDATE|591000|10885614|Processed 591000 prefixes...
PROGRESS|UPDATE|592000|10901151|Processed 592000 prefixes...
PROGRESS|UPDATE|593000|10917897|Processed 593000 prefixes...
PROGRESS|UPDATE|594000|10934913|Processed 594000 prefixes...
PROGRESS|UPDATE|595000|10952559|Processed 595000 prefixes...
PROGRESS|UPDATE|596000|10973430|Processed 596000 prefixes...
PROGRESS|UPDATE|597000|10994507|Processed 597000 prefixes...
PROGRESS|UPDATE|598000|11011839|Processed 598000 prefixes...
PROGRESS|UPDATE|599000|11031121|Processed 599000 prefixes...
PROGRESS|UPDATE|600000|11053181|Processed 600000 prefixes...
PROGRESS|UPDATE|601000|11071791|Processed 601000 prefixes...
PROGRESS|UPDATE|602000|11088896|Processed 602000 prefixes...
PROGRESS|UPDATE|603000|11106762|Processed 603000 prefixes...
PROGRESS|UPDATE|604000|11126671|Processed 604000 prefixes...
PROGRESS|UPDATE|605000|11145173|Processed 605000 prefixes...
PROGRESS|UPDATE|606000|11161554|Processed 606000 prefixes...
PROGRESS|UPDATE|607000|11176436|Processed 607000 prefixes...
PROGRESS|UPDATE|608000|11191392|Processed 608000 prefixes...
PROGRESS|UPDATE|609000|11208602|Processed 609000 prefixes...
PROGRESS|UPDATE|610000|11229807|Processed 610000 prefixes...
PROGRESS|UPDATE|611000|11247512|Processed 611000 prefixes...
PROGRESS|UPDATE|612000|11265172|Processed 612000 prefixes...
PROGRESS|UPDATE|613000|11284810|Processed 613000 prefixes...
PROGRESS|UPDATE|614000|11304150|Processed 614000 prefixes...
PROGRESS|UPDATE|615000|11323794|Processed 615000 prefixes...
PROGRESS|UPDATE|616000|11342099|Processed 616000 prefixes...
PROGRESS|UPDATE|617000|11363273|Processed 617000 prefixes...
PROGRESS|UPDATE|618000|11385577|Processed 618000 prefixes...
PROGRESS|UPDATE|619000|11408644|Processed 619000 prefixes...
PROGRESS|UPDATE|620000|11430087|Processed 620000 prefixes...
PROGRESS|UPDATE|621000|11451870|Processed 621000 prefixes...
PROGRESS|UPDATE|622000|11473219|Processed 622000 prefixes...
PROGRESS|UPDATE|623000|11499189|Processed 623000 prefixes...
PROGRESS|UPDATE|624000|11520565|Processed 624000 prefixes...
PROGRESS|UPDATE|625000|11539903|Processed 625000 prefixes...
PROGRESS|UPDATE|626000|11560075|Processed 626000 prefixes...
PROGRESS|UPDATE|627000|11579762|Processed 627000 prefixes...
PROGRESS|UPDATE|628000|11599632|Processed 628000 prefixes...
PROGRESS|UPDATE|629000|11620415|Processed 629000 prefixes...
PROGRESS|UPDATE|630000|11643971|Processed 630000 prefixes...
PROGRESS|UPDATE|631000|11665450|Processed 631000 prefixes...
PROGRESS|UPDATE|632000|11685379|Processed 632000 prefixes...
PROGRESS|UPDATE|633000|11704861|Processed 633000 prefixes...
PROGRESS|UPDATE|634000|11725826|Processed 634000 prefixes...
PROGRESS|UPDATE|635000|11746334|Processed 635000 prefixes...
PROGRESS|UPDATE|636000|11762699|Processed 636000 prefixes...
PROGRESS|UPDATE|637000|11780482|Processed 637000 prefixes...
PROGRESS|UPDATE|638000|11801590|Processed 638000 prefixes...
PROGRESS|UPDATE|639000|11820811|Processed 639000 prefixes...
PROGRESS|UPDATE|640000|11840713|Processed 640000 prefixes...
PROGRESS|UPDATE|641000|11860183|Processed 641000 prefixes...
PROGRESS|UPDATE|642000|11879746|Processed 642000 prefixes...
PROGRESS|UPDATE|643000|11898723|Processed 643000 prefixes...
PROGRESS|UPDATE|644000|11918231|Processed 644000 prefixes...
PROGRESS|UPDATE|645000|11938796|Processed 645000 prefixes...
PROGRESS|UPDATE|646000|11957269|Processed 646000 prefixes...
PROGRESS|UPDATE|647000|11976705|Processed 647000 prefixes...
PROGRESS|UPDATE|648000|11997571|Processed 648000 prefixes...
PROGRESS|UPDATE|649000|12016034|Processed 649000 prefixes...
PROGRESS|UPDATE|650000|12038379|Processed 650000 prefixes...
PROGRESS|UPDATE|651000|12056250|Processed 651000 prefixes...
PROGRESS|UPDATE|652000|12075629|Processed 652000 prefixes...
PROGRESS|UPDATE|653000|12092583|Processed 653000 prefixes...
PROGRESS|UPDATE|654000|12108944|Processed 654000 prefixes...
PROGRESS|UPDATE|655000|12126598|Processed 655000 prefixes...
PROGRESS|UPDATE|656000|12145701|Processed 656000 prefixes...
PROGRESS|UPDATE|657000|12165323|Processed 657000 prefixes...
PROGRESS|UPDATE|658000|12190586|Processed 658000 prefixes...
PROGRESS|UPDATE|659000|12212834|Processed 659000 prefixes...
PROGRESS|UPDATE|660000|12231200|Processed 660000 prefixes...
PROGRESS|UPDATE|661000|12250335|Processed 661000 prefixes...
PROGRESS|UPDATE|662000|12276343|Processed 662000 prefixes...
PROGRESS|UPDATE|663000|12301043|Processed 663000 prefixes...
PROGRESS|UPDATE|664000|12324254|Processed 664000 prefixes...
PROGRESS|UPDATE|665000|12349102|Processed 665000 prefixes...
PROGRESS|UPDATE|666000|12373354|Processed 666000 prefixes...
PROGRESS|UPDATE|667000|12394820|Processed 667000 prefixes...
PROGRESS|UPDATE|668000|12418172|Processed 668000 prefixes...
PROGRESS|UPDATE|669000|12440311|Processed 669000 prefixes...
PROGRESS|UPDATE|670000|12463621|Processed 670000 prefixes...
PROGRESS|UPDATE|671000|12486689|Processed 671000 prefixes...
PROGRESS|UPDATE|672000|12505327|Processed 672000 prefixes...
PROGRESS|UPDATE|673000|12523793|Processed 673000 prefixes...
PROGRESS|UPDATE|674000|12544177|Processed 674000 prefixes...
PROGRESS|UPDATE|675000|12565425|Processed 675000 prefixes...
PROGRESS|UPDATE|676000|12586099|Processed 676000 prefixes...
PROGRESS|UPDATE|677000|12605252|Processed 677000 prefixes...
PROGRESS|UPDATE|678000|12624906|Processed 678000 prefixes...
PROGRESS|UPDATE|679000|12645594|Processed 679000 prefixes...
PROGRESS|UPDATE|680000|12665000|Processed 680000 prefixes...
PROGRESS|UPDATE|681000|12682970|Processed 681000 prefixes...
PROGRESS|UPDATE|682000|12702521|Processed 682000 prefixes...
PROGRESS|UPDATE|683000|12723971|Processed 683000 prefixes...
PROGRESS|UPDATE|684000|12741554|Processed 684000 prefixes...
PROGRESS|UPDATE|685000|12761063|Processed 685000 prefixes...
PROGRESS|UPDATE|686000|12780101|Processed 686000 prefixes...
PROGRESS|UPDATE|687000|12798621|Processed 687000 prefixes...
PROGRESS|UPDATE|688000|12813889|Processed 688000 prefixes...
PROGRESS|UPDATE|689000|12832496|Processed 689000 prefixes...
PROGRESS|UPDATE|690000|12852773|Processed 690000 prefixes...
PROGRESS|UPDATE|691000|12867878|Processed 691000 prefixes...
PROGRESS|UPDATE|692000|12888788|Processed 692000 prefixes...
PROGRESS|UPDATE|693000|12906491|Processed 693000 prefixes...
PROGRESS|UPDATE|694000|12924849|Processed 694000 prefixes...
PROGRESS|UPDATE|695000|12942341|Processed 695000 prefixes...
PROGRESS|UPDATE|696000|12961004|Processed 696000 prefixes...
PROGRESS|UPDATE|697000|12979937|Processed 697000 prefixes...
PROGRESS|UPDATE|698000|12996897|Processed 698000 prefixes...
PROGRESS|UPDATE|699000|13012529|Processed 699000 prefixes...
PROGRESS|UPDATE|700000|13030392|Processed 700000 prefixes...
PROGRESS|UPDATE|701000|13046332|Processed 701000 prefixes...
PROGRESS|UPDATE|702000|13062656|Processed 702000 prefixes...
PROGRESS|UPDATE|703000|13078558|Processed 703000 prefixes...
PROGRESS|UPDATE|704000|13096992|Processed 704000 prefixes...
PROGRESS|UPDATE|705000|13115552|Processed 705000 prefixes...
PROGRESS|UPDATE|706000|13133080|Processed 706000 prefixes...
PROGRESS|UPDATE|707000|13150573|Processed 707000 prefixes...
PROGRESS|UPDATE|708000|13171710|Processed 708000 prefixes...
PROGRESS|UPDATE|709000|13192183|Processed 709000 prefixes...
PROGRESS|UPDATE|710000|13211738|Processed 710000 prefixes...
PROGRESS|UPDATE|711000|13228780|Processed 711000 prefixes...
PROGRESS|UPDATE|712000|13246904|Processed 712000 prefixes...
PROGRESS|UPDATE|713000|13264821|Processed 713000 prefixes...
PROGRESS|UPDATE|714000|13282987|Processed 714000 prefixes...
PROGRESS|UPDATE|715000|13301641|Processed 715000 prefixes...
PROGRESS|UPDATE|716000|13319359|Processed 716000 prefixes...
PROGRESS|UPDATE|717000|13336970|Processed 717000 prefixes...
PROGRESS|UPDATE|718000|13353828|Processed 718000 prefixes...
PROGRESS|UPDATE|719000|13371125|Processed 719000 prefixes...
PROGRESS|UPDATE|720000|13390629|Processed 720000 prefixes...
PROGRESS|UPDATE|721000|13406959|Processed 721000 prefixes...
PROGRESS|UPDATE|722000|13423539|Processed 722000 prefixes...
PROGRESS|UPDATE|723000|13441244|Processed 723000 prefixes...
PROGRESS|UPDATE|724000|13456357|Processed 724000 prefixes...
PROGRESS|UPDATE|725000|13470035|Processed 725000 prefixes...
PROGRESS|UPDATE|726000|13487455|Processed 726000 prefixes...
PROGRESS|UPDATE|727000|13504526|Processed 727000 prefixes...
PROGRESS|UPDATE|728000|13521921|Processed 728000 prefixes...
PROGRESS|UPDATE|729000|13539007|Processed 729000 prefixes...
PROGRESS|UPDATE|730000|13556697|Processed 730000 prefixes...
PROGRESS|UPDATE|731000|13576956|Processed 731000 prefixes...
PROGRESS|UPDATE|732000|13594411|Processed 732000 prefixes...
PROGRESS|UPDATE|733000|13619214|Processed 733000 prefixes...
PROGRESS|UPDATE|734000|13640955|Processed 734000 prefixes...
PROGRESS|UPDATE|735000|13658838|Processed 735000 prefixes...
PROGRESS|UPDATE|736000|13678025|Processed 736000 prefixes...
PROGRESS|UPDATE|737000|13698458|Processed 737000 prefixes...
PROGRESS|UPDATE|738000|13716883|Processed 738000 prefixes...
PROGRESS|UPDATE|739000|13735324|Processed 739000 prefixes...
PROGRESS|UPDATE|740000|13754387|Processed 740000 prefixes...
PROGRESS|UPDATE|741000|13774609|Processed 741000 prefixes...
PROGRESS|UPDATE|742000|13795589|Processed 742000 prefixes...
PROGRESS|UPDATE|743000|13816174|Processed 743000 prefixes...
PROGRESS|UPDATE|744000|13835611|Processed 744000 prefixes...
PROGRESS|UPDATE|745000|13852237|Processed 745000 prefixes...
PROGRESS|UPDATE|746000|13870286|Processed 746000 prefixes...
PROGRESS|UPDATE|747000|13889103|Processed 747000 prefixes...
PROGRESS|UPDATE|748000|13911489|Processed 748000 prefixes...
PROGRESS|UPDATE|749000|13933472|Processed 749000 prefixes...
PROGRESS|UPDATE|750000|13951725|Processed 750000 prefixes...
PROGRESS|UPDATE|751000|13973296|Processed 751000 prefixes...
PROGRESS|UPDATE|752000|13994216|Processed 752000 prefixes...
PROGRESS|UPDATE|753000|14015918|Processed 753000 prefixes...
PROGRESS|UPDATE|754000|14034428|Processed 754000 prefixes...
PROGRESS|UPDATE|755000|14053954|Processed 755000 prefixes...
PROGRESS|UPDATE|756000|14073857|Processed 756000 prefixes...
PROGRESS|UPDATE|757000|14092207|Processed 757000 prefixes...
PROGRESS|UPDATE|758000|14112262|Processed 758000 prefixes...
PROGRESS|UPDATE|759000|14128970|Processed 759000 prefixes...
PROGRESS|UPDATE|760000|14150876|Processed 760000 prefixes...
PROGRESS|UPDATE|761000|14174578|Processed 761000 prefixes...
PROGRESS|UPDATE|762000|14197044|Processed 762000 prefixes...
PROGRESS|UPDATE|763000|14215534|Processed 763000 prefixes...
PROGRESS|UPDATE|764000|14234929|Processed 764000 prefixes...
PROGRESS|UPDATE|765000|14254399|Processed 765000 prefixes...
PROGRESS|UPDATE|766000|14275578|Processed 766000 prefixes...
