=== UALBF Engine Trace Log: Run Started at Fri Mar 20 22:12:17 2026 ===
   Compiling ualbf_engine v0.1.0 (/Volumes/ExternalSSD/code/quasipolynomials/ualbf-project/rust-engine)
    Finished `release` profile [optimized] target(s) in 1.95s
     Running `target/release/ualbf_engine`
=== UALBF Engine Initializing ===
Target Bound: N > 10^50
PROGRESS|PHASE|1|Legendre-Cattaneo Sieve
PROGRESS|UPDATE|1174000|22479683|Processed 1174000 prefixes...
PROGRESS|UPDATE|1175000|22498993|Processed 1175000 prefixes...
PROGRESS|UPDATE|1176000|22519721|Processed 1176000 prefixes...
PROGRESS|UPDATE|1177000|22547621|Processed 1177000 prefixes...
PROGRESS|UPDATE|1178000|22563284|Processed 1178000 prefixes...
PROGRESS|UPDATE|1179000|22580638|Processed 1179000 prefixes...
PROGRESS|UPDATE|1180000|22597072|Processed 1180000 prefixes...
PROGRESS|UPDATE|1181000|22616527|Processed 1181000 prefixes...
PROGRESS|UPDATE|1182000|22636800|Processed 1182000 prefixes...
PROGRESS|UPDATE|1183000|22654949|Processed 1183000 prefixes...
PROGRESS|UPDATE|1184000|22674518|Processed 1184000 prefixes...
PROGRESS|UPDATE|1185000|22689518|Processed 1185000 prefixes...
PROGRESS|UPDATE|1186000|22706329|Processed 1186000 prefixes...
PROGRESS|UPDATE|1187000|22723380|Processed 1187000 prefixes...
PROGRESS|UPDATE|1188000|22740329|Processed 1188000 prefixes...
PROGRESS|UPDATE|1189000|22757334|Processed 1189000 prefixes...
PROGRESS|UPDATE|1190000|22780767|Processed 1190000 prefixes...
PROGRESS|UPDATE|1191000|22803073|Processed 1191000 prefixes...
PROGRESS|UPDATE|1192000|22822728|Processed 1192000 prefixes...
PROGRESS|UPDATE|1193000|22843063|Processed 1193000 prefixes...
PROGRESS|UPDATE|1194000|22863622|Processed 1194000 prefixes...
PROGRESS|UPDATE|1195000|22883989|Processed 1195000 prefixes...
PROGRESS|UPDATE|1196000|22903458|Processed 1196000 prefixes...
PROGRESS|UPDATE|1197000|22920628|Processed 1197000 prefixes...
PROGRESS|UPDATE|1198000|22937200|Processed 1198000 prefixes...
PROGRESS|UPDATE|1199000|22952775|Processed 1199000 prefixes...
PROGRESS|UPDATE|1200000|22969201|Processed 1200000 prefixes...
PROGRESS|UPDATE|1201000|22987208|Processed 1201000 prefixes...
PROGRESS|UPDATE|1202000|23007653|Processed 1202000 prefixes...
PROGRESS|UPDATE|1203000|23024522|Processed 1203000 prefixes...
PROGRESS|UPDATE|1204000|23043096|Processed 1204000 prefixes...
PROGRESS|UPDATE|1205000|23059367|Processed 1205000 prefixes...
PROGRESS|UPDATE|1206000|23077041|Processed 1206000 prefixes...
PROGRESS|UPDATE|1207000|23094158|Processed 1207000 prefixes...
PROGRESS|UPDATE|1208000|23114995|Processed 1208000 prefixes...
PROGRESS|UPDATE|1209000|23133636|Processed 1209000 prefixes...
PROGRESS|UPDATE|1210000|23153146|Processed 1210000 prefixes...
PROGRESS|UPDATE|1211000|23174214|Processed 1211000 prefixes...
PROGRESS|UPDATE|1212000|23193402|Processed 1212000 prefixes...
PROGRESS|UPDATE|1213000|23210454|Processed 1213000 prefixes...
PROGRESS|UPDATE|1214000|23225364|Processed 1214000 prefixes...
PROGRESS|UPDATE|1215000|23242678|Processed 1215000 prefixes...
PROGRESS|UPDATE|1216000|23258299|Processed 1216000 prefixes...
PROGRESS|UPDATE|1217000|23278059|Processed 1217000 prefixes...
PROGRESS|UPDATE|1218000|23296528|Processed 1218000 prefixes...
PROGRESS|UPDATE|1219000|23313225|Processed 1219000 prefixes...
PROGRESS|UPDATE|1220000|23333698|Processed 1220000 prefixes...
PROGRESS|UPDATE|1221000|23353163|Processed 1221000 prefixes...
PROGRESS|UPDATE|1222000|23373231|Processed 1222000 prefixes...
PROGRESS|UPDATE|1223000|23391072|Processed 1223000 prefixes...
PROGRESS|UPDATE|1224000|23409937|Processed 1224000 prefixes...
PROGRESS|UPDATE|1225000|23429622|Processed 1225000 prefixes...
PROGRESS|UPDATE|1226000|23451188|Processed 1226000 prefixes...
PROGRESS|UPDATE|1227000|23470992|Processed 1227000 prefixes...
PROGRESS|UPDATE|1228000|23489633|Processed 1228000 prefixes...
PROGRESS|UPDATE|1229000|23511042|Processed 1229000 prefixes...
PROGRESS|UPDATE|1230000|23530581|Processed 1230000 prefixes...
PROGRESS|UPDATE|1231000|23550487|Processed 1231000 prefixes...
PROGRESS|UPDATE|1232000|23575136|Processed 1232000 prefixes...
PROGRESS|UPDATE|1233000|23599496|Processed 1233000 prefixes...
PROGRESS|UPDATE|1234000|23623618|Processed 1234000 prefixes...
PROGRESS|UPDATE|1235000|23642833|Processed 1235000 prefixes...
PROGRESS|UPDATE|1236000|23664231|Processed 1236000 prefixes...
PROGRESS|UPDATE|1237000|23686935|Processed 1237000 prefixes...
PROGRESS|UPDATE|1238000|23709365|Processed 1238000 prefixes...
PROGRESS|UPDATE|1239000|23731812|Processed 1239000 prefixes...
PROGRESS|UPDATE|1240000|23752383|Processed 1240000 prefixes...
PROGRESS|UPDATE|1241000|23770561|Processed 1241000 prefixes...
PROGRESS|UPDATE|1242000|23788677|Processed 1242000 prefixes...
PROGRESS|UPDATE|1243000|23806148|Processed 1243000 prefixes...
PROGRESS|UPDATE|1244000|23823575|Processed 1244000 prefixes...
PROGRESS|UPDATE|1245000|23842609|Processed 1245000 prefixes...
PROGRESS|UPDATE|1246000|23861246|Processed 1246000 prefixes...
PROGRESS|UPDATE|1247000|23880251|Processed 1247000 prefixes...
PROGRESS|UPDATE|1248000|23900149|Processed 1248000 prefixes...
PROGRESS|UPDATE|1249000|23919812|Processed 1249000 prefixes...
PROGRESS|UPDATE|1250000|23940694|Processed 1250000 prefixes...
PROGRESS|UPDATE|1251000|23959199|Processed 1251000 prefixes...
PROGRESS|UPDATE|1252000|23977512|Processed 1252000 prefixes...
PROGRESS|UPDATE|1253000|23993789|Processed 1253000 prefixes...
PROGRESS|UPDATE|1254000|24009332|Processed 1254000 prefixes...
PROGRESS|UPDATE|1255000|24026990|Processed 1255000 prefixes...
PROGRESS|UPDATE|1256000|24045665|Processed 1256000 prefixes...
PROGRESS|UPDATE|1257000|24066394|Processed 1257000 prefixes...
PROGRESS|UPDATE|1258000|24084340|Processed 1258000 prefixes...
PROGRESS|UPDATE|1259000|24102277|Processed 1259000 prefixes...
PROGRESS|UPDATE|1260000|24116988|Processed 1260000 prefixes...
PROGRESS|UPDATE|1261000|24133881|Processed 1261000 prefixes...
PROGRESS|UPDATE|1262000|24150864|Processed 1262000 prefixes...
PROGRESS|UPDATE|1263000|24168422|Processed 1263000 prefixes...
PROGRESS|UPDATE|1264000|24186898|Processed 1264000 prefixes...
PROGRESS|UPDATE|1265000|24208895|Processed 1265000 prefixes...
PROGRESS|UPDATE|1266000|24231541|Processed 1266000 prefixes...
PROGRESS|UPDATE|1267000|24253159|Processed 1267000 prefixes...
PROGRESS|UPDATE|1268000|24276141|Processed 1268000 prefixes...
PROGRESS|UPDATE|1269000|24298813|Processed 1269000 prefixes...
PROGRESS|UPDATE|1270000|24319334|Processed 1270000 prefixes...
PROGRESS|UPDATE|1271000|24338498|Processed 1271000 prefixes...
PROGRESS|UPDATE|1272000|24357592|Processed 1272000 prefixes...
PROGRESS|UPDATE|1273000|24378760|Processed 1273000 prefixes...
PROGRESS|UPDATE|1274000|24399613|Processed 1274000 prefixes...
PROGRESS|UPDATE|1275000|24419838|Processed 1275000 prefixes...
PROGRESS|UPDATE|1276000|24440417|Processed 1276000 prefixes...
PROGRESS|UPDATE|1277000|24459839|Processed 1277000 prefixes...
PROGRESS|UPDATE|1278000|24476905|Processed 1278000 prefixes...
PROGRESS|UPDATE|1279000|24496046|Processed 1279000 prefixes...
PROGRESS|UPDATE|1280000|24519575|Processed 1280000 prefixes...
PROGRESS|UPDATE|1281000|24544758|Processed 1281000 prefixes...
PROGRESS|UPDATE|1282000|24569661|Processed 1282000 prefixes...
PROGRESS|UPDATE|1283000|24591854|Processed 1283000 prefixes...
PROGRESS|UPDATE|1284000|24611936|Processed 1284000 prefixes...
PROGRESS|UPDATE|1285000|24632658|Processed 1285000 prefixes...
PROGRESS|UPDATE|1286000|24653979|Processed 1286000 prefixes...
PROGRESS|UPDATE|1287000|24677479|Processed 1287000 prefixes...
PROGRESS|UPDATE|1288000|24699379|Processed 1288000 prefixes...
PROGRESS|UPDATE|1289000|24720566|Processed 1289000 prefixes...
PROGRESS|UPDATE|1290000|24740732|Processed 1290000 prefixes...
PROGRESS|UPDATE|1291000|24762368|Processed 1291000 prefixes...
PROGRESS|UPDATE|1292000|24783177|Processed 1292000 prefixes...
PROGRESS|UPDATE|1293000|24800698|Processed 1293000 prefixes...
PROGRESS|UPDATE|1294000|24820514|Processed 1294000 prefixes...
PROGRESS|UPDATE|1295000|24842360|Processed 1295000 prefixes...
PROGRESS|UPDATE|1296000|24867614|Processed 1296000 prefixes...
PROGRESS|UPDATE|1297000|24892047|Processed 1297000 prefixes...
PROGRESS|UPDATE|1298000|24914555|Processed 1298000 prefixes...
PROGRESS|UPDATE|1299000|24938854|Processed 1299000 prefixes...
PROGRESS|UPDATE|1300000|24964463|Processed 1300000 prefixes...
PROGRESS|UPDATE|1301000|24985896|Processed 1301000 prefixes...
PROGRESS|UPDATE|1302000|25007901|Processed 1302000 prefixes...
PROGRESS|UPDATE|1303000|25032363|Processed 1303000 prefixes...
PROGRESS|UPDATE|1304000|25056898|Processed 1304000 prefixes...
PROGRESS|UPDATE|1305000|25083088|Processed 1305000 prefixes...
PROGRESS|UPDATE|1306000|25108742|Processed 1306000 prefixes...
PROGRESS|UPDATE|1307000|25134036|Processed 1307000 prefixes...
PROGRESS|UPDATE|1308000|25157320|Processed 1308000 prefixes...
PROGRESS|UPDATE|1309000|25176130|Processed 1309000 prefixes...
PROGRESS|UPDATE|1310000|25195531|Processed 1310000 prefixes...
PROGRESS|UPDATE|1311000|25216478|Processed 1311000 prefixes...
PROGRESS|UPDATE|1312000|25234076|Processed 1312000 prefixes...
PROGRESS|UPDATE|1313000|25254761|Processed 1313000 prefixes...
PROGRESS|UPDATE|1314000|25276249|Processed 1314000 prefixes...
PROGRESS|UPDATE|1315000|25298408|Processed 1315000 prefixes...
PROGRESS|UPDATE|1316000|25319278|Processed 1316000 prefixes...
PROGRESS|UPDATE|1317000|25338150|Processed 1317000 prefixes...
PROGRESS|UPDATE|1318000|25356498|Processed 1318000 prefixes...
PROGRESS|UPDATE|1319000|25377873|Processed 1319000 prefixes...
PROGRESS|UPDATE|1320000|25398274|Processed 1320000 prefixes...
PROGRESS|UPDATE|1321000|25419364|Processed 1321000 prefixes...
PROGRESS|UPDATE|1322000|25443170|Processed 1322000 prefixes...
PROGRESS|UPDATE|1323000|25464121|Processed 1323000 prefixes...
PROGRESS|UPDATE|1324000|25484879|Processed 1324000 prefixes...
PROGRESS|UPDATE|1325000|25503798|Processed 1325000 prefixes...
PROGRESS|UPDATE|1326000|25529012|Processed 1326000 prefixes...
PROGRESS|UPDATE|1327000|25550347|Processed 1327000 prefixes...
PROGRESS|UPDATE|1328000|25571235|Processed 1328000 prefixes...
PROGRESS|UPDATE|1329000|25594071|Processed 1329000 prefixes...
PROGRESS|UPDATE|1330000|25617678|Processed 1330000 prefixes...
PROGRESS|UPDATE|1331000|25640800|Processed 1331000 prefixes...
PROGRESS|UPDATE|1332000|25662809|Processed 1332000 prefixes...
PROGRESS|UPDATE|1333000|25689101|Processed 1333000 prefixes...
PROGRESS|UPDATE|1334000|25712421|Processed 1334000 prefixes...
PROGRESS|UPDATE|1335000|25737783|Processed 1335000 prefixes...
PROGRESS|UPDATE|1336000|25760925|Processed 1336000 prefixes...
PROGRESS|UPDATE|1337000|25787365|Processed 1337000 prefixes...
PROGRESS|UPDATE|1338000|25814296|Processed 1338000 prefixes...
PROGRESS|UPDATE|1339000|25837469|Processed 1339000 prefixes...
PROGRESS|UPDATE|1340000|25864198|Processed 1340000 prefixes...
PROGRESS|UPDATE|1341000|25889510|Processed 1341000 prefixes...
PROGRESS|UPDATE|1342000|25917335|Processed 1342000 prefixes...
PROGRESS|UPDATE|1343000|25944953|Processed 1343000 prefixes...
PROGRESS|UPDATE|1344000|25969102|Processed 1344000 prefixes...
PROGRESS|UPDATE|1345000|25988532|Processed 1345000 prefixes...
PROGRESS|UPDATE|1346000|26013192|Processed 1346000 prefixes...
PROGRESS|UPDATE|1347000|26037772|Processed 1347000 prefixes...
PROGRESS|UPDATE|1348000|26059606|Processed 1348000 prefixes...
PROGRESS|UPDATE|1349000|26084840|Processed 1349000 prefixes...
PROGRESS|UPDATE|1350000|26110105|Processed 1350000 prefixes...
PROGRESS|UPDATE|1351000|26131826|Processed 1351000 prefixes...
PROGRESS|UPDATE|1352000|26156207|Processed 1352000 prefixes...
PROGRESS|UPDATE|1353000|26177907|Processed 1353000 prefixes...
PROGRESS|UPDATE|1354000|26199480|Processed 1354000 prefixes...
PROGRESS|UPDATE|1355000|26223791|Processed 1355000 prefixes...
PROGRESS|UPDATE|1356000|26248969|Processed 1356000 prefixes...
PROGRESS|UPDATE|1357000|26273305|Processed 1357000 prefixes...
PROGRESS|UPDATE|1358000|26300165|Processed 1358000 prefixes...
PROGRESS|UPDATE|1359000|26321227|Processed 1359000 prefixes...
PROGRESS|UPDATE|1360000|26343973|Processed 1360000 prefixes...
PROGRESS|UPDATE|1361000|26369181|Processed 1361000 prefixes...
PROGRESS|UPDATE|1362000|26394663|Processed 1362000 prefixes...
PROGRESS|UPDATE|1363000|26419828|Processed 1363000 prefixes...
PROGRESS|UPDATE|1364000|26448072|Processed 1364000 prefixes...
PROGRESS|UPDATE|1365000|26473715|Processed 1365000 prefixes...
PROGRESS|UPDATE|1366000|26498857|Processed 1366000 prefixes...
PROGRESS|UPDATE|1367000|26521830|Processed 1367000 prefixes...
PROGRESS|UPDATE|1368000|26544453|Processed 1368000 prefixes...
PROGRESS|UPDATE|1369000|26567945|Processed 1369000 prefixes...
PROGRESS|UPDATE|1370000|26591919|Processed 1370000 prefixes...
PROGRESS|UPDATE|1371000|26616420|Processed 1371000 prefixes...
PROGRESS|UPDATE|1372000|26636321|Processed 1372000 prefixes...
PROGRESS|UPDATE|1373000|26657094|Processed 1373000 prefixes...
PROGRESS|UPDATE|1374000|26680887|Processed 1374000 prefixes...
PROGRESS|UPDATE|1375000|26705262|Processed 1375000 prefixes...
PROGRESS|UPDATE|1376000|26726809|Processed 1376000 prefixes...
PROGRESS|UPDATE|1377000|26751735|Processed 1377000 prefixes...
PROGRESS|UPDATE|1378000|26776512|Processed 1378000 prefixes...
PROGRESS|UPDATE|1379000|26799013|Processed 1379000 prefixes...
PROGRESS|UPDATE|1380000|26819449|Processed 1380000 prefixes...
PROGRESS|UPDATE|1381000|26840612|Processed 1381000 prefixes...
PROGRESS|UPDATE|1382000|26865440|Processed 1382000 prefixes...
PROGRESS|UPDATE|1383000|26886777|Processed 1383000 prefixes...
PROGRESS|UPDATE|1384000|26908815|Processed 1384000 prefixes...
PROGRESS|UPDATE|1385000|26931501|Processed 1385000 prefixes...
PROGRESS|UPDATE|1386000|26951404|Processed 1386000 prefixes...
PROGRESS|UPDATE|1387000|26972238|Processed 1387000 prefixes...
PROGRESS|UPDATE|1388000|26994342|Processed 1388000 prefixes...
PROGRESS|UPDATE|1389000|27017245|Processed 1389000 prefixes...
PROGRESS|UPDATE|1390000|27045110|Processed 1390000 prefixes...
PROGRESS|UPDATE|1391000|27067575|Processed 1391000 prefixes...
PROGRESS|UPDATE|1392000|27087878|Processed 1392000 prefixes...
PROGRESS|UPDATE|1393000|27109595|Processed 1393000 prefixes...
PROGRESS|UPDATE|1394000|27129692|Processed 1394000 prefixes...
PROGRESS|UPDATE|1395000|27152333|Processed 1395000 prefixes...
PROGRESS|UPDATE|1396000|27173972|Processed 1396000 prefixes...
PROGRESS|UPDATE|1397000|27196117|Processed 1397000 prefixes...
PROGRESS|UPDATE|1398000|27215355|Processed 1398000 prefixes...
PROGRESS|UPDATE|1399000|27234690|Processed 1399000 prefixes...
PROGRESS|UPDATE|1400000|27253668|Processed 1400000 prefixes...
PROGRESS|UPDATE|1401000|27275509|Processed 1401000 prefixes...
PROGRESS|UPDATE|1402000|27295767|Processed 1402000 prefixes...
PROGRESS|UPDATE|1403000|27316558|Processed 1403000 prefixes...
PROGRESS|UPDATE|1404000|27334494|Processed 1404000 prefixes...
PROGRESS|UPDATE|1405000|27357646|Processed 1405000 prefixes...
PROGRESS|UPDATE|1406000|27381228|Processed 1406000 prefixes...
PROGRESS|UPDATE|1407000|27399818|Processed 1407000 prefixes...
PROGRESS|UPDATE|1408000|27419611|Processed 1408000 prefixes...
PROGRESS|UPDATE|1409000|27440802|Processed 1409000 prefixes...
PROGRESS|UPDATE|1410000|27461042|Processed 1410000 prefixes...
PROGRESS|UPDATE|1411000|27483553|Processed 1411000 prefixes...
PROGRESS|UPDATE|1412000|27502226|Processed 1412000 prefixes...
PROGRESS|UPDATE|1413000|27521396|Processed 1413000 prefixes...
PROGRESS|UPDATE|1414000|27543513|Processed 1414000 prefixes...
PROGRESS|UPDATE|1415000|27561058|Processed 1415000 prefixes...
PROGRESS|UPDATE|1416000|27576659|Processed 1416000 prefixes...
PROGRESS|UPDATE|1417000|27592985|Processed 1417000 prefixes...
PROGRESS|UPDATE|1418000|27611498|Processed 1418000 prefixes...
PROGRESS|UPDATE|1419000|27629369|Processed 1419000 prefixes...
PROGRESS|UPDATE|1420000|27644902|Processed 1420000 prefixes...
PROGRESS|UPDATE|1421000|27662151|Processed 1421000 prefixes...
PROGRESS|UPDATE|1422000|27678655|Processed 1422000 prefixes...
PROGRESS|UPDATE|1423000|27695912|Processed 1423000 prefixes...
PROGRESS|UPDATE|1424000|27710680|Processed 1424000 prefixes...
PROGRESS|UPDATE|1425000|27725467|Processed 1425000 prefixes...
PROGRESS|UPDATE|1426000|27742721|Processed 1426000 prefixes...
PROGRESS|UPDATE|1427000|27761253|Processed 1427000 prefixes...
